number,gt_snippet,whisper_snippet,type,variant,score,dataset,folder
16,tty fragment market you probably have a sheriffs call it 16 in in that space how do you how do you,pre tty fragmented mark you probably have a share of call it 15 in that space how do you think,wrong,whisper-large-v3-turbo,86.33879781420765,combined_21,4346818
1,know a portion of the total span with ways 2 1 way 3 coming off here in the second half of,know a portion of the total span with wave 2 and wave 3 coming up here in the second half,wrong,whisper-large-v3-turbo,90.9090909090909,combined_21,4346818
16,right now 4 times for the reason including the ifrs 16 the ratio is really close to 4 times that was,is right now 4 times for the reason including the ratio is really close to 4 times i was just,wrong,whisper-small,87.09677419354838,combined_21,4346923
2020,or you see them you see it being executed more 2020 2021 thank you very much good morning juliana and thank,or you see them you see it the next few days more 2021 more 2021 thank you very much good,wrong,whisper-small,85.88235294117648,combined_21,4346923
84,was around 40 as well and then we have in 84 85 of budgets and just at 50 decline french guiana,was around 40 as well and then we have suriname with 85 of budgets so just a 15 decline french,wrong,whisper-large-v3-turbo,89.01098901098901,combined_21,4346923
2020,you mention a reduction of 40 million of capex in 2020 is it 40 million less than last year or is,40 million this year i would just like to understand is it 40 million less than last year or is,wrong,GPT-4o mini Transcribe,71.51515151515152,combined_21,4346923
80,in colombia now in terms in colombia prices are below 80 and the reality is that import prices in colombia are,in colombia now in terms of us dollars the pricing in colombia is at 200 dollars and the reality is,wrong,GPT-4o mini Transcribe,71.26436781609196,combined_21,4346923
11.70,shipped 217000 teu less in our networks which resulted into 11.70 reduction in quarter 2 and a 9.10 reduction in volumes,we shipped 217000 tuls in our networks which resulted into an 11.7 reduction in quarter 2 and a 9.1 reduction,wrong,whisper-small,94.4954128440367,combined_21,4359732
9.10,5.90 versus pre vious year gross profit went down by 9.10 and the ebit by 18 down to chf419 million in,5.9 versus pre vious year went down by 9.1 and the ebit by 18 down to 419 million swiss franks,wrong,whisper-small,81.91489361702128,combined_21,4359732
3,chf265 million gross profit compared to last year that is 3 and a half times more than in the first quarter,million gross profit compared to last year that is 2 and a half times more than in the first quarter,wrong,whisper-large-v3-turbo,99.0,combined_21,4359732
5.90,decreased by 7.5 heavily impacted by an fx effect of 5.90 versus pre vious year gross profit went down by 9.10,decreased by 7.5 heavily impacted by an fx effect of 5.9 versus pre vious year gross profit went down by,wrong,GPT-4o mini Transcribe,99.03846153846155,combined_21,4359732
9.10,5.90 versus pre vious year gross profit went down by 9.10 and the ebit by 18 down to chf419 million in,versus pre vious year gross profit went down by 9.1 and the ebit by 18 down to 419 million swiss,wrong,GPT-4o mini Transcribe,95.83333333333334,combined_21,4359732
800,804 million similar level than last year with with around 800 872 million however when we go down a little bit,around 804 million similar level than last year with around 872 million however when we go down a little bit,wrong,GPT-4o mini Transcribe,91.66666666666666,combined_21,4359732
300,of our 4 and 5 eighths notes due 2021 with 300 325 million of 5 and 5 eighths notes due 2028,of our 4 and 5 eighths notes due 2021 with 325 million of 5 and 5 eighths notes due 2028,wrong,whisper-large-v3-turbo,95.45454545454545,combined_21,4359971
1.70,to capital management operating cash flows for the quarter of 1.70 billion were again very strong all our capital ratios were,capital management operating cash flows for the quarter of 1.7 billion were again very strong all our capital ratios were,wrong,whisper-small,99.17355371900827,combined_21,4360366
7.40,thats i guess what i should be comparing to the 7.40 renewal rate change that you got in the quarter yeah,thats i guess what to be comparing to the 7.4 renewal rate change that you got in the quarter yeah,wrong,whisper-small,91.83673469387756,combined_21,4360366
1.80,quarter and accordingly our net unrealized investment gain increased from 1.80 billion after tax as of march 31st to 3.60 billion,quarter and accordingly our net non realized investment gain increased from 1.8 billion after tax as of march 31st to,wrong,whisper-small,97.85407725321889,combined_21,4360366
1.50,from the prior year quarter renewal pre mium change was 1.50 as we continue to moderate pricing given the improved inform,from the prior year your quarter renewal pre mium change was 1.5 as we continue to moderate pricing given the,wrong,whisper-small,97.19626168224299,combined_21,4360366
85.70,agency automobile delivered strong results with a combined ratio of 85.70 for the quarter the loss ratio improved over 12 points,agency automobile delivered strong results with a combined ratio of 85.7 for the quarter the loss ratio improved over 12,wrong,whisper-large-v3-turbo,99.16666666666667,combined_21,4360366
1.80,quarter and accordingly our net unrealized investment gain increased from 1.80 billion after tax as of march 31st to 3.60 billion,quarter and accordingly our net unrealized investment gain increased from 1.8 billion after tax as of march 31st to 3.6,wrong,whisper-large-v3-turbo,99.15966386554622,combined_21,4360366
15,half of the year were our net charges were about 15 million bucks putting aside the investment side and and and,half of the year were net charges were about 50 million bucks putting aside the investment side and weve you,wrong,whisper-large-v3-turbo,93.39622641509435,combined_21,4360366
93.80,prior year quarter as dan mentioned the combined ratio of 93.80 reflects unfavorable prior year reserve development in the quarter as,prior year quarter as dan mentioned the combined ratio of 93.8 reflects unfavorable prior year reserve development in the quarter,wrong,whisper-large-v3-turbo,99.2248062015504,combined_21,4360366
1.70,to capital management operating cash flows for the quarter of 1.70 billion were again very strong all our capital ratios were,management operating cash flows for the quarter of 1.7 billion dollars were again very strong all our capital ratios were,wrong,whisper-large-v3-turbo,96.17021276595746,combined_21,4360366
7.40,thats i guess what i should be comparing to the 7.40 renewal rate change that you got in the quarter yeah,thats i guess what i should be comparing to the 7.4 renewal rate change that you got in the quarter,wrong,GPT-4o mini Transcribe,98.98989898989899,combined_21,4360366
1.50,from the prior year quarter renewal pre mium change was 1.50 as we continue to moderate pricing given the improved inform,from the prior year quarter renewal pre mium change was 1.5 as we continued to moderate pricing given the improved,wrong,GPT-4o mini Transcribe,99.12280701754386,combined_21,4360366
88.10,a higher underlying combined ratio the underlying combined ratio of 88.10 increased 7.1 points from the prior year quarter primarily driven,higher underlying combined ratio the underlying combined ratio of 88.1 increased 7.1 points from the prior year quarter primarily driven,wrong,GPT-4o mini Transcribe,99.26470588235294,combined_21,4360366
1.28,quarter of 2020 definite income attributable to nextera energy was 1.28 billion or 2.59 per share nextera energys 2020 second quarter,net income attributable to next term energy was 1.27 by 5 billion or 2.59 per share energys 2020 second quarter,wrong,whisper-small,90.49773755656109,combined_21,4360674
1.28,quarter of 2020 definite income attributable to nextera energy was 1.28 billion or 2.59 per share nextera energys 2020 second quarter,of 2020 net income attributable to nextenergy was 1.275 billion or 2.59 per share next year energys 2020 second quarter,wrong,whisper-large-v3-turbo,90.82969432314411,combined_21,4360674
9.60,is at the upper end of the allowed band of 9.60 to 11.6 allowed under our current rate agreement during the,at the upper end of the allowed band of 9.6 to 11.6 allowed under our current rate agreement during the,wrong,whisper-large-v3-turbo,99.02912621359224,combined_21,4360674
2.20,roughly 3 billion in long term financings it including a 2.20 billion in capital holdings debentures over the course of the,completed roughly 3 billion in long term financings including a 2.2 billion in capital holdings debentures over the course of,wrong,whisper-large-v3-turbo,96.63865546218487,combined_21,4360674
10.40,gulf powers reported roe for regulatory purposes will be approximately 10.40 for the 12 months ending june 202 for the full,gulfpowers reported roe for regulatory purposes will be approximately 10.4 for the 12 months ending june 2020 for the full,wrong,whisper-large-v3-turbo,98.36065573770492,combined_21,4360674
9.80,they decreased 9.1 same store sales decreased an average of 9.80 in mexican pesos reflecting the negative impact of the strict,they decreased 9.1 things to ourselves decrease and average 9.8 in mexican vessels reflecting the negative impact of the street,wrong,whisper-small,87.2,combined_21,4360717
950,reduction of 40 stores for the second quarter to reach 950 net store openings for the last 12 months in addition,reduction of 40 stores for the second quarter the week 915net store openings for the last 12 months in addition,wrong,whisper-small,93.69369369369369,combined_21,4360717
120,operational best practices is very very improved operating margin contracted 120 basis points reflecting lower operating leverage in south america as,best practices is very very important operating marketing contracted 130 basis points reflecting normal operating leverage in south america as,wrong,whisper-small,91.75627240143369,combined_21,4360717
0.8,ancillary charges related to the extraordinary payments of almost mxn8 0.8 billion agreed with the mexican tax authority as well as,charges to the extraordinary payment of almost 8.8 billion persons like these with the mexican box authority as well as,wrong,whisper-small,84.71615720524017,combined_21,4360717
300,the quarter having said that we have a total of 300 3189 open units across our territories at the end of,i didnt say that that we have a total of 3189 open units across our territory at the end of,wrong,whisper-small,87.77777777777777,combined_21,4360717
12.40,the current consumer dynamics also same store sales were down 12.40 for the second quarter reflecting a 24 point 24.10 decline,the current consumer dynamics also seems to themselves were down 12.4 for the second quarter reflecting at 24 24.1 decline,wrong,whisper-small,88.52459016393442,combined_21,4360717
700,debt we should mention that during the quarter we placed 700 million in the second reopening of our 30 year dollar,that we should mention that during the quarter would place 100 million in the second reopening over 30 years or,wrong,whisper-small,90.09009009009009,combined_21,4360717
24,my question eduardo on your opening comments you mentioned the 24 closures that are announced i was curious is it really,for taking my question eduardo on your opening conference you mentioned the 20 foreclosures and that was really for a,wrong,whisper-large-v3-turbo,79.20792079207921,combined_21,4360717
2.50,year dollar denominated bond issuance bringing the total amount to 2.50 billion which was our original target the weighted average yield,dollar denominated bond issuance bringing the total amount to 2.5 billion which was our original target the weighted average yield,wrong,whisper-large-v3-turbo,99.23076923076923,combined_21,4360717
0.80,gross margin reached 13.3 the operating margin was point 1 0.80 of total revenues reflecting considerable operating deleverage operating expenses decreased,quarter gross margin reached 13.3 but operating margin was 0.8 of total revenues reflecting considerable operating leverage operating expenses decreased,wrong,GPT-4o mini Transcribe,91.44736842105263,combined_21,4360717
3.5,target the weighted average yield for a total issuance was 3.5 which was also our target back in september when we,target the weighted average yield for the total issuance was 2.5 which was also our target back in september when,wrong,GPT-4o mini Transcribe,97.32142857142857,combined_21,4360717
1,our questions i just have 2 on my side first 1 is going to be on on the guidance do you,very much for taking our questions i just had 2 on my side and shoshan is on the guidance you,wrong,whisper-large-v3-turbo,77.9874213836478,combined_21,4361631
100,and so when i look at your capex ratio at 100 138 it looks low relative to where banorte ended up,and so when i look at your copex ratio of 138 it looks low relative to where panoramic that are,wrong,whisper-small,87.56756756756756,combined_21,4363614
220,down to a line 9 under decrease in gdp during 220 2000 and 20 for this will be an economic contraction,revised down to a 9 annual decrease in gdp during 2020 for additional context this would be an economic contraction,wrong,GPT-4o mini Transcribe,74.50980392156863,combined_21,4363614
2000,following the past year economic crisis back in 95 and 2000 and 9 it took 7 quarters for the mexican economy,following the past 2 severe economic crises back in 1995 and 2009 it took 7 quarters for the mexican economy,wrong,GPT-4o mini Transcribe,91.66666666666666,combined_21,4363614
2,so for both phosphates and potash we expect relatively normal 2 3 volumes and bold and then for the rest of,so for both phosphates and potash we expect relatively normal q3 volumes in both and then for the rest of,wrong,whisper-large-v3-turbo,94.28571428571428,combined_21,4364366
2,so for both phosphates and potash we expect relatively normal 2 3 volumes and bold and then for the rest of,so for both phosphates and potash we expect relatively normal q3 volumes in both and then for the rest of,wrong,GPT-4o mini Transcribe,94.28571428571428,combined_21,4364366
2020,q2 spending by political action committees and from candidates with 2020 second quarter political revenue of 21.6 million exceeding our expectations,by political action committees and from candidates with 20 22nd quarter political revenue of 21.6 million its exceeding our expectations,wrong,whisper-small,95.58823529411765,combined_21,4365024
57.10,digital and distribution fee revenue of 583.20 million rose approximately 57.10 over the prior year period and 64 of quarterly revenues,distribution fee revenue of 583.2 million rose approximately 57.1 over the prior year period and priced 64 of quarterly revenues,wrong,whisper-small,96.41434262948208,combined_21,4365024
20.70,year over year basis in total our sales teams generated 20.70 million of second quarter new to television revenues marking an,and year over year basis in total our sales team generated 20.7 million of second quarter news and television revenue,wrong,whisper-small,94.78260869565217,combined_21,4365024
31.30,television advertising revenue and distribution fee revenue contribution from nexstars 31.30 ownership stake in television food network and other investments acquired,television advertising revenue and distribution fee revenue contribution from nicstars 31.3 ownership stake in calories and food network and other,wrong,whisper-small,93.47079037800687,combined_21,4365024
136.40,turning back specifically to gcp gcps effective tax rate was 136.40 for the quarter that included the reversal of the first,turning back specifically to gcp gcps effective tax rate was 136.4 for the quarter that included the reversal of the,wrong,whisper-small,99.13793103448276,combined_21,4365948
2021,with the whole team about how we continue that into 2021 even if things come back to normal and and covid,with the whole team about how we continue that into 2 1000 and twenty 1 even if things come back,wrong,whisper-small,90.3954802259887,combined_21,4365948
5.70,period for 2019 in north america and europe both increased 5.70 and 1.60 respectively compared with june 201 price gains also,period for 2019 in north america and europe both increased 5.7 and 1.6 respectively compared with june 2019 price gains,wrong,whisper-small,98.31932773109243,combined_21,4365948
25.10,ebit was 27.8 million for the first 6 months for 25.10 unfavorable for the same period in 2019 again mainly due,8 million for the first 6 months or 25.1 unfavorable for the same period in 2019 again mainly due to,wrong,whisper-small,97.48743718592965,combined_21,4365948
4.10,accounts receivable management improved 20.8 million vendor payables delivered a 4.10 million improvement and inventories generated a 1.70 million improvement compared,accounts receivable management improved 20.8 million vendor payables delivered a 4.1 million improvement and inventories generated a 1.7 million improvement,wrong,whisper-small,98.71794871794873,combined_21,4365948
318.20,to the crisis gcps cash position remains very strong with 318.20 million of cash on the balance sheet at the end,the crisis gcps cash position remains very strong with 318.2 million of cash on the balance sheet at the end,wrong,whisper-small,99.07407407407408,combined_21,4365948
1.50,north america which is our largest region ending the month 1.50 behind june of 201 we continue to win and progress,america which is our largest region ending the month 1.5 behind june of 2019 we continue to win and progress,wrong,whisper-large-v3-turbo,99.07407407407408,combined_21,4365948
4.10,accounts receivable management improved 20.8 million vendor payables delivered a 4.10 million improvement and inventories generated a 1.70 million improvement compared,accounts receivable management improved 20.8 million vendor payables delivered a 4.1 million improvement and inventories generated a 1.7 million improvement,wrong,whisper-large-v3-turbo,98.71794871794873,combined_21,4365948
17.60,the 6 months ended june 20 june of 2020 totaled 17.60 million as we continue to execute our working capital improvement,6 months ended june of 2020 totaled 17.6 million as we continued to execute on our working capital improvement projects,wrong,whisper-large-v3-turbo,92.5764192139738,combined_21,4365948
1.50,state recommendations in june north america sbm sales were down 1.50 versus prior year june however positive year over year reorder,state recommendations in june north america sbm sales were down 1.5 versus prior year june however positive year year over,wrong,whisper-large-v3-turbo,97.5,combined_21,4365948
201,in total of 12.3 million during the same period in 201 accounts receivable management improved 20.8 million vendor payables delivered a,a total of 12.3 million accounts receivable management improved 20.8 million vendor payables delivered a 4.1 million improvement and inventories,wrong,whisper-large-v3-turbo,86.19246861924687,combined_21,4365948
25.10,ebit was 27.8 million for the first 6 months for 25.10 unfavorable for the same period in 2019 again mainly due,ebit was 27.8 million for the first 6 months or 25.1 unfavorable for the same period in 2019 mainly due,wrong,whisper-large-v3-turbo,95.09803921568627,combined_21,4365948
318.20,to the crisis gcps cash position remains very strong with 318.20 million of cash on the balance sheet at the end,the crisis gcps cash position remains very strong with 318.2 million of cash on the balance sheet at the end,wrong,GPT-4o mini Transcribe,99.07407407407408,combined_21,4365948
0.10,gcp was close to flat year over year at a 0.10 price decline fcc captured price most notably in latin america,was close to flat year over year at a 0.1 price decline fcc captured price most notably in latin america,wrong,GPT-4o mini Transcribe,99.03846153846155,combined_21,4365948
10.70,were down 20.50 to 119.5 million north americas revenues declined 10.70 in the quarter as construction in most states was deemed,down 20.5 to 119.5 million north americas revenues declined 10.7 in the quarter as construction in most states was deemed,wrong,GPT-4o mini Transcribe,98.34710743801654,combined_21,4365948
6,margin improved by 350 basis points during the second quarter 6 consecutive quarter of gross margin improvement as randy mentioned raw,margin improved by 350 basis points during the second quarter sixth consecutive quarter of gross margin improvement as randy mentioned,wrong,GPT-4o mini Transcribe,97.72727272727273,combined_21,4365948
120,i guess im more curious on the 100 yeah the 120 negotiation i mean would you expect to close on 100,more curious on the 100 yeah the 100 and twenty negotiation i mean would you expect to close on 100,wrong,whisper-small,93.04812834224599,combined_21,4366302
83,of acquisitions you had under contract and now youve closed 83 million post quarter are you still on track to close,acquisitions you had under contract and now youve closed 82 million post quarter are you still on track to close,wrong,GPT-4o mini Transcribe,99.10714285714286,combined_21,4366302
1.30,waves of covid 19 technologies and equipment operating income was 1.30 versus 17.20 in the prior year quarter on slide 12,the 19th the acknowledged equipment operating margin was negative 1.3 versus 17.2 in the prior year quarter on slide 12,wrong,whisper-small,83.1858407079646,combined_21,4366429
9.40,segments decline at roughly similar levels consumables operating margin was 9.40 as compared to 27 in the second quarter of 201,levels similar levels consumables operating margin was negative 9.4 as compared to 27 in the the second quarter of 2019,wrong,whisper-small,90.49773755656109,combined_21,4366429
60.30,on a regional basis us sales of 131 million declined 60.30 compared to the prior year this represents a decline in,on a regional basis us sales of 131 million declined 60.3 compared to the prior year this represents a decline,wrong,whisper-small,99.0909090909091,combined_21,4366429
132,lower sales sga of 249 million was down a substantial 132 million which is approximately 35 lower as compared to prior,of 249 million was down as substantial hand when 32 million which is approximately 35 lower as compared to prior,wrong,whisper-small,94.39252336448598,combined_21,4366429
10,internally is how do we take the the 5 to 10 most important products whether thats in the endo or implant,internally is how do we take the 5 to ten most important products whether thats in the endo implant or,wrong,whisper-large-v3-turbo,91.4572864321608,combined_21,4366429
57.70,profit was 207 million or 42.10 of sales down from 57.70 in the prior year quarter as it is the case,profit was 207 million or 42.1 of sales down from 57.7 in the prior year quarter as it is the,wrong,GPT-4o mini Transcribe,97.84946236559139,combined_21,4366429
1612,in vivo models we plan to update on the adx 1612 covid program by the end of 2020 we approached the,models we plan to update on the adx 16 12 covid program by the end of 2020 we approached the,wrong,whisper-small,99.4535519125683,combined_21,4366522
58.35,per day of oil swapped at a nimex price of 58.35 stepping down to 4000 barrels a day for full year,per day of oil swapped at an imx price of 38.35 stepping down to 4000 barrels a day for 4,wrong,whisper-small,96.62921348314607,combined_21,4366893
5.15,as is the case for our reinstated loe guidance of 5.15 to 6 per boe although we have had recent sustainable,is the case for our reinstated loe guidance of 5.50 to 6 for boe although we have had recent sustainable,wrong,whisper-large-v3-turbo,97.11538461538461,combined_21,4366893
4.8,million on our derivative contracts our adjusted net income was 4.8 million or 20 cents per diluted share adjustable diluted share,of 50 million on our derivative contracts our adjusted net income was 12.8 million or 0.20 per diluted share for,wrong,GPT-4o mini Transcribe,90.82568807339449,combined_21,4366893
4,team to the hospital and ambulatory surgery center settings and 4 in licensing or acquiring additional products objectives 1 and 2,team to the hospital and ambulatory surgery center settings and for in licensing or acquiring additional products objectives 1 and,wrong,whisper-small,98.44961240310077,combined_21,4367318
1,continued progress in our collaboration with genentech importantly the phase 1 clinical study with the bcma cd16a as an engager is,the continued progress in our collaboration with genentech importantly the phase i clinical study with the bcma cd69a in a,wrong,GPT-4o mini Transcribe,95.35864978902954,combined_21,4367535
1,updated our milestones at our big raymond onshore wind project 1 part of the project namely raymond west with 20 240,have updated our milestones and our big grainment onshore wind project part of the project namely raymond west with 240,wrong,whisper-small,93.04347826086956,combined_21,4368670
21,40 megawatt battery which is due to be commissioned in 21 the project is under the investment tax credit itc regime,located 14 megawatt battery which is due to be commissioned the project is under the investment tax credit itc regime,wrong,whisper-small,96.8609865470852,combined_21,4368670
250,acquisitions in that market which were priced at 150 to 250 euros per megawatt and we are at the lower end,which were priced at 100 50 to 2 100 50 euros per megawatt and we are at the lower end,wrong,whisper-large-v3-turbo,95.1219512195122,combined_21,4368670
400,500 megawatts under operations including the the purchase price of 400 2.5 million we expect that the irs of the projects,another 500 megawatt under operations including the purchase price of 402.5 million we expect that the irs of the projects,wrong,whisper-large-v3-turbo,97.02127659574468,combined_21,4368670
2028,how much illuminas revenues in 2019 and estimated revenues for 2028 were tied to sales to grail number 1 number 2,is revenues in 2019 and estimated revenues to 2020 were tied to sales to grail number 1 number 2 a,wrong,whisper-small,95.87628865979381,combined_21,4375653
350,over the next 12 months again to get to that 350 375 number you noted should we expect that number to,next 12 months again to get to that 315 375 number you noted you know we expect that number to,wrong,whisper-small,93.5483870967742,combined_21,4375653
3.10,a share price band of 295 and 399.0 the remaining 3.10 billion cash consideration is expected to be funded with balance,share price thank you 295 and 399 the remaining 3.1 billion cash consideration is expected to be funded with balance,wrong,whisper-large-v3-turbo,94.82758620689656,combined_21,4375653
2300.0,7 million test opportunity at approximate asd of 1300 to 2300.0 illumina participates in the therapy selection market with our tso,7 million test opportunity at approximate asp of 1300 to 2300 illumina participated in the therapy selection market with our,wrong,whisper-large-v3-turbo,96.7741935483871,combined_21,4375653
21,is obvious the change in the corporate tax rate from 21 28 and the second 1 that would be fairly significant,the corporate tax rate from twenty 1 twenty twenty 8 and the second 1 that would be fairly significant would,wrong,whisper-small,84.81675392670157,combined_21,4382825
7.5,bill explained the the errors that we comply somewhere between 7.5 and 7.8 at 40 a barrel now that the range,the errors it would imply somewhere between 7 and a half 78 at 40 a barrel now that the range,wrong,whisper-large-v3-turbo,87.91208791208791,combined_21,4382825
1.30,projects our liquidity position remains very strong in more than 1.30 billion in total cash and availability we have no short,projects our liquidity position remains very strong with more than 1.3 billion in total cash and availability we have no,wrong,whisper-small,97.90794979079497,combined_21,4383161
4.70,movement in prices us poultry exports including pork were up 4.70 year over year throughout august broiler meat alone was up,movement in prices to export to exports including pause were up 4.7 here over the year throughout august roller meat,wrong,whisper-small,85.46255506607929,combined_21,4383161
2,the resilience to market situation with that lets turn to 2 additional details to our financials our sga in the third,improving the resilience to market filtration with that lets turn to additional details to our financials rsgna in the 10th,wrong,whisper-small,93.04347826086956,combined_21,4383161
50,in voluntaries donation and sponsorship opportunities this quarter we accrued 50 million in sga for this initiative turning to the specifics,in volunteerism donation and sponsorship opportunities this quarter we accrued 15 million in sga for this initiative turning to specifics,wrong,GPT-4o mini Transcribe,94.8905109489051,combined_21,4383161
20,in our volumes but school system is still close to 20 lower than the prior year and thats why we are,in our volumes but the school system is still close to 40 lower than the prior year and thats why,wrong,GPT-4o mini Transcribe,96.84210526315789,combined_21,4383161
1.30,projects our liquidity position remains very strong in more than 1.30 billion in total cash and availability we have no short,projects our liquidity position remains very strong with more than 1.3 billion in total cash and availabilities we have no,wrong,GPT-4o mini Transcribe,96.2655601659751,combined_21,4383161
2000,fourth quarter then how do you think about it for 2000 21 how how do we frame it in our minds,momentum into the fourth quarter how do you think about it for 2021 how do we frame it in our,wrong,GPT-4o mini Transcribe,89.28571428571429,combined_21,4383161
2020,partially offset by a 27 increase in deliveries we estimate 2020 fourth quarter home sales revenue to be between 115 and,was partially offset by a 27 increase and deliveries we estimate 2024th quarter home sales revenue to be between 115,wrong,whisper-small,93.96551724137932,combined_21,4384198
2020,to lower fee building activity in irvine california for the 2020 fourth quarter we estimate our fee building revenue to be,primarily due to lower fee building activity in irvine california for the 2024 quarter we estimate our fee building revenue,wrong,whisper-small,93.5064935064935,combined_21,4384198
18,affordably priced communities within the inland empire over the next 18 months in northern california our communities average 3.6 sales per,priced communities within the inland empire over the next eighteen months in northern california our communities average 3.6 sales per,wrong,whisper-small,96.18320610687023,combined_21,4384198
0.33,or 0.39 per diluted share compared with 17.5 million or 0.33 per diluted share in the same period 2019 our third,per diluted chair compared with 17.5 million or 33 cents per diluted chair in the same period 2019 our third,wrong,whisper-small,92.45283018867924,combined_21,4384683
10,consolidation we now have 5 jurisdictions in texas down from 10 at the time of spin off in 2014 moving on,consolidation we now have 5 jurisdictions in texas down from ten at the time of spinoff in 2014 moving on,wrong,whisper-small,97.14285714285714,combined_21,4384683
0.54,the 1 gas board of directors declared a dividend of 0.54 per share authorized rate base reflecting our recent regulatory activity,of directors declared a dividend at 54 cents per share thank you authorized rate base reflecting our recent regulatory activity,wrong,whisper-large-v3-turbo,90.83333333333333,combined_21,4384683
2,exactly what 2 or threes will do next year if 2 or threes are strong that typically helps us because not,know exactly what tier 3s will do next year if tier 3s are strong that typically helps us because not,wrong,whisper-large-v3-turbo,84.15841584158416,combined_21,4384744
4000,we have enough lease capacity con to construct at least 4000 megawatts on the 550 square miles of ocean tracks that,have enough lease capacity to construct at least 4 1000 megawatts on the 550 square miles of ocean tracks that,wrong,whisper-small,96.36363636363636,combined_21,4384964
98,the third quarter of 2020 compared with recurring earning of 98 cents per share in the third quarter of 2019 results,the third quarter of 2020 compared with recurring earnings of 33 cents per share in the third quarter of 2019,wrong,whisper-small,97.6958525345622,combined_21,4384964
1700,and years to expand our offshore wind partnership beyond the 1700 and 14 megawatts currently under contract as we mentioned before,months and years to expand our offshore wind partnership beyond the 1714 megawatts currently under contract as we mentioned before,wrong,GPT-4o mini Transcribe,97.23320158102767,combined_21,4384964
135000.0,roadie 24 coolers for our online auction the program raised 135000.0 the campaign was an incredible success and attracted interest from,24 coolers for our online auction the program raised 135000 the campaign was an incredible success and attracted interest from,wrong,whisper-small,98.41269841269842,combined_21,4385388
36.40,34.50 of net sales as compared to 83.50 million or 36.40 of net sales in the same period last year variable,of net sales as compared to 83.5 million or 36.4 of net sales in the same period last year variable,wrong,whisper-small,97.97979797979798,combined_21,4385388
80.20,during the prior year period adjusted ebitda increased 84 to 80.20 million or 27.20 of net sales compared to 43.70 million,during the prior year period adjusted ebitda increased 84 to 80.2 million million or 27.2 of net sales compared to,wrong,whisper-small,95.4954954954955,combined_21,4385388
134.60,our lower inventory position as we ended the quarter with 134.60 million in inventory compared to 209.20 million during the same,lower inventory position as we ended the quarter with 134.6 million in inventory compared to 209.2 million during the same,wrong,whisper-small,98.36065573770492,combined_21,4385388
27.20,year period adjusted ebitda increased 84 to 80.20 million or 27.20 of net sales compared to 43.70 million or 19.10 of,year period adjusted ebitda increased 84 to 80.2 million million or 27.2 of net sales compared to 43.7 million or,wrong,whisper-small,95.02262443438913,combined_21,4385388
53.80,third quarter during the quarter we made principal payments of 53.80 million inclusive of a 50 million voluntary pre payment with,third quarter during the quarter we made principal payments of 53.8 million inclusive of a 50 million dollar voluntary pre,wrong,whisper-large-v3-turbo,96.63865546218487,combined_21,4385388
